id	tweet	coding	sentiment	
1465771373226168323	$NVAX is the clear winner!  LGN🤞🧨🚀 💎✋ Novavax Vs. Pfizer Stock: Which Is The Better Buy?  https://t.co/L4mE0CnjGT	neutral commentary 	positive	
1465771372773199872	Will Moderna Ever Learn to Share? | MedPage Today https://t.co/Osyodk1gnF	news	negative 	
1465771371301117959	@GayestFesh @DemonMamaReal Probably not easy to sanitize those udders. Pretty covid-pilled	neutral commentary 	neutral 	
1465771369648381955	@ChronoKatie My sister who works at Starbucks brought home COVID and I've been recovering from it...	neutral commentary 	neutral 	
1465771369245913097	@LWilson95477508 @DnaLeguillou @Anthony23Bryant @Ed_head1 The study only contradicts your original statement that you can't get Covid twice, you can get it again, and you can continue to spread it.  On top of this the virus is constantly mutating, with more infectious and harmful variants, the vaccine and boosters will subdue these.	provaccine commentary	neutral 	
1465771368503558153	@virginiamh @MrHarryCole Let the children have some fun, it’s been an awful last 18 months or so. They must be scared stiff with all the doom and gloom over Covid and Climate Change.	neutral commentary 	positive	
1465771367551410178	@CP24 Well the OG covid might have been found in Europe a month before China reported it's first case to the world. So there's that	neutral commentary 	neutral 	
1465771365345071109	@sallysal24 @DrOz You know he was pushing for hydroxychoriquin to treat COVID ? He’s another disaster.	neutral commentary 	negative 	
1465771364921524224	@JackPosobiec The greatest thing Trump ever did was expose what we thought was the swamp he exposed a world so corrupt so dark so evil so abhorrent most of us are still stunned &amp; some still in denial it could be..Trump was A Truth vaccination &amp; I can't wait until he's president again in 2024	antivaccine commentary 	positive	
1465771364854509575	@SkyNews More profit for Moderna then.	neutral commentary 	neutral 	
1465771364426522629	@angrybklynmom Go here and scroll down to “Assessing COVID-19 Vaccine Harms” https://t.co/pRSV4kI02j	antivaccine commentary 	neutral 	
1465771363633926145	@SubtweetKc @KatieFromTexas It’s funny because if you got vaccinated from measles, you became “immune”(key word) now for covid you can still contract the virus, you’re not “immune”. Ironically, the definition of vaccine was changed to eliminate the word immune. It’s a preventative treatment not a vaccine.	antivaccine commentary 	neutral 	
1465771363315195908	10,466,026 PCR tests have been conducted in Virginia as of today, with a 6.6% positivity rate from those tests over the last week, up from the 6.1% reported Monday. https://t.co/jozeOCQGlW	news	neutral 	
1465771362853793795	Last 12 hours have been rough. Thought the booster might be milder. If anything, it's been worse. Still have a fever (though it's finally declining after being well up in the 100s) and lots of aches and pains. Still worth it not to get COVID or spread COVID if I was asymptomatic.	provaccine commentary	positive	
1465771362736300034	Our review of the last night of the #WhatTheFutureHolds tour this weekend by #Steps following the Covid cancellations of the last 2 shows here: https://t.co/MBA7tZHJHs @TheO2	neutral commentary	neutral	
1465771362656534531	The special doses of #Covid #vaccines for the under-12s in #Spain will not arrive until the second half of December  The Minister of Health, Carolina Darias, said she does not yet know the number that the country will receive in the first shipments  https://t.co/OXZj1XsqIx	neutral commentary	neutral	
1465771362618773506	The Design Legacy of Covid? It’s All Around You. https://t.co/ZZFFWH00UU  #design	neutral commentary	neutral	
1465771362564206592	After Israel stopped allowing entry to foreign travelers on Sunday due to the new #COVID19 variant, Missouri Republican @GovParsonMO on Monday postponed his trip to the country and Greece, scheduled for later this week.  https://t.co/HWMHVYogLj	news	neutral	
1465771362547486722	How NYC can combat Omicron: • Get vaccinated • Get boosted • Get tested • Wear a mask indoors in public regardless of vaccination status  Learn more: https://t.co/xuTsoQUzT3 https://t.co/lUQPzmRAXh	neutral commentary	neutral	
1465771362107207683	"Centers for Medicare &amp; Medicaid Barred From Enforcing Mandatory COVID-19 Vaccine Rule in 10 States" #CMS #VaccineMandate @JacksonLewisPC https://t.co/p6Faa48fc0	news	neutral	
1465771360169381899	@HuwPryce @B3nB73 @TiceRichard Have they though?  Average age of someone dying "with" Covid was 83 last I heard, average life expectency in the UK is 82, deaths are counted as a Covid death within 28 days of a positive test.  Old people die, that's what happens at the end of your life.	antivaccine commentary	neutral	
1465771359510933511	Lockdown fears due to the new Covid strain are pushing oil down due to tail risk associated with an event similar to Apr 2020.. wouldn’t be surprised to see $WTI at historical highs next year. Using reserves to cap the market will only add fuel if the situation gets out control	neutral analysis	neutral	
1465771358684655620	@walkersworld1 @timspector @sajidjavid If you get covid after the jab , you do not build the same defence as unjabbed.	antivaccine commentary	neutral	
1465771357895938051	@UniqueVietNams @MetaVisa COVID 19 has slowed down many economies around the world but as a crypto business, does it affect you negatively or positively? Are you still on track to achieve your goals or are you planning a new development?	neutral commentary	neutral	
1465771353211035653	I have customers who call just to talk about covid and politics everyday.   This is a bank 🧐	neutral commentary	neutral	
1465771353085259780	@CyborgBooBoo23 Don't know the story, but hoping this is just due to covid freakout and nothing more.   The way I used to think about it was "I'm always home for Christmas, because wherever I am then, is home." Got me through a few rough years early on.	neutral commentary	positive	
1465771351814426628	@RepSwalwell so I'm guessing you've lost your patience each and every year when the yearly flu comes around and takes more children than this covid business has, am I right?	neutral commentary	negative	
1465771351239585795	@ZMonteer @peterrowen_ I agree but this is not about politicizing covid	neutral commentary	neutral	
1465771350698692608	I just donated to @SurvivorsChange to bring much needed support and healing to a community of COVID Survivors. Please consider supporting this incredibly organization!  https://t.co/bdqtdVpgRo	neutral commentary	neutral	
1465771350518284291	@BoobiesMomma @spytheguy @sceptical50 @Emma071970 @janeturnbull17 Claiming that no famous people or politicians have died from covid is not a matter of opinion.  It's an objectively false statement.  A lie, if you will	neutral commentary	negative	
1465771349473910785	@SSBM_Aghi @Thursto93010482 @mkolken What this likely indicates is that PERSONAL CHOICES have greater impact on the course of a pandemic in a country than policy decisions. Therefore those who worry most about covid really need to be worried about being in perfect health and protecting themselves, not others.	neutral commentary	neutral	
1465771347150356480	@Kinchkun @BAC360 @DrDebraSoh So getting the vax means I won't get COVID?	neutral commentary	neutral	can't tell
1465771346584129539	Exclusive: Covid Vaccines Failed to Lower America's Excess Mortality Rates https://t.co/tPqevqQdoI	antivaccine analysis	negative	
1465771346244341763	COVID-19 in SK: Only 42 new cases reported on Tuesday. 1,322 tests conducted means a test positivity of 3 per cent.   No new deaths reported.   Hospitalizations up by 3 to 133. ICU admissions down 2 to 37.  Active cases down 143 to 715. Lowest since Aug. 12.	news	neutral	
1465771345942302720	@kriistiecorn nice thats a good idea if they have things in place for peope who had covid and cant get it yet	neutral commentary	neutral	
1465771345942175746	@fauxdea @TheJackal0330 @AlyceLMiller @RepSwalwell So, you know that the vaccine makes you MORE vulnerable to covid than the unvaxxed over time right?  Facts, science,and all so you are the ones that should sign that you will refuse treatment IF YOU GOT THE VAX. But I am not evil so I would never wish that on you. https://t.co/W8R1hej55w	antivaccine commentary	negative	
1465771345288040454	@mattpdim791 @arvidep @sailorrooscout Israeli data on Pfizer seems to be based on 13 infected and their contacts. I hope it holds up.	neutral analysis	neutral	
1465771343941713921	@FranksBullitts First off please explain scientifically how they are able to even identify a variant considering they didn’t isolate the initial virus Also why are they naming them months before they come out And why are they coming from countries resistant to vaccination	antivaccine commentary	negative	
1465771343052525570	how tf y’all believing these covid variants please wake tf up !	antivaccine commentary	negative	
1465771340024139791	"Economists and public health experts alike say paid sick leave is an essential tool in the effort to prevent COVID-19... The US is entering another COVID holiday season, and federal laws that offered COVID-related paid sick leave to workers have expired." https://t.co/maMCHvSLfU	neutral commentary	negative	
1465771337566334977	@AnneofKingston @CP24 In Ontario over 300 “breakthrough” cases a day. That works out to over 9000 vaxxed people getting covid a month.  The only ignorance is you. Real vaxxes don’t have breakthrough like this.	antivaccine commentary	negative	
1465771336018632725	@NHSuk @NCSC Not had this one but have had a fake email offering me a COVID certificate.	neutral commentary	neutral	
1465771335028666369	covid 21 lol	neutral commentary	neutral 	
1465771332491264007	Moderna chief predicts existing vaccines will struggle with Omicron https://t.co/Dl97SwwG69	news	negative	
1465771325600014345	@dyejane83 @annie61smith4 @RosieGottesman @ChuckCallesto "From Covid and Covid alone" excludes the hundreds of thousands of Americans who died of Covid-induced pneumonia or respiratory failure.  It also excludes the many people who'd been living with hypertension or diabetes, only to be killed by Covid.  Why would you exclude them?	neutral commentary	negative	
1465771325088227340	Find out from @AT3_Center how individuals living with disabilities from long COVID can get assistance from Assistive Technology (AT) Act state programs: https://t.co/Q7StouBrru. https://t.co/8u3hYtUFsJ	news	positive	
1465771324886953993	#OmnicronVariant: As the COVID-19 pandemic has swept the globe, more than 5.2 million people have died from the disease worldwide, including over 779,000 Americans, according to real-time data compiled by Johns Hopkins University's Center for Systems Science and Engineering. https://t.co/PwDgGOd3AW	news	neutral	
1465771323368648711	You're not getting vaccinated for the sake of others. You're getting vaccinated for your own sake. It's a smart act of self preservation. Especially if you're above 50 and have not had Covid. In that case you'd be insane not to get vaccinated	provaccine commentary	neutral	
1465771323108384772	The music of Bach was a lifesaver for us during the COVID year. Greg Ewer writes about the role Bach's music played in his life in his elegant blog post: https://t.co/cSWySsUXHL Hear Greg share his passion for Bach, Thursday @ 7pm https://t.co/HIh5TcAIg4 https://t.co/W3yxge3aSk	neutral commentary	neutral	
1465771322823397377	https://t.co/fjvAMar1RG  The South African pharmaceutical company Aspen has signed an agreement in principle with the American giant Johnson &amp; Johnson (J&amp;J), paving the way for the production and marketing of an anti-Covid vaccine " made in Africa for Africa "	news	neutral	
1465771320021553162	Sweden: Get Your Covid Vaccine Passport in a Chip in Your Hand (VIDEO) https://t.co/3hvxgO4nK3 via @gatewaypundit	neutral commentary	neutral	
1465771319090290690	@shannonmichele_ I went to the one before Covid. Best festival I’ve been to	neutral commentary	neutral	
1465771318972878851	Omicron sounds more like a James Bond, Batman, Spider-Man or Power Rangers villain or a Power Rangers monster or Sonic The Hedgehog robot than a new Covid variant	neutral commentary	positive	
1465771318402592776	The Centers for Disease Control and Prevention strengthened its recommendation for people 18 and older to get Covid-19 boosters, reflecting the risk posed by the recently discovered Omicron variant https://t.co/FLOBzrzKKx	provaccine analysis	positive	
1465771318381629445	Biontech creator says Pfizer protects against Omnicron.  https://t.co/zNFZ2pH47k	provaccine commentary	positive	
1465771318230532101	@levi_mulei @TheEconomist Vaccine does not stop covid. I will repeat this, THE VACCINE DOES NOT STOP COVID. Masks other than N95 do not stop covid.   Fully vaccinated and boosted people are still getting covid and some are dieing. Only people this benefits are politicians and Pfizer, Moderna and J&amp;J.	antivaccine commentary	negative	
1465771316309495808	He the reason the league got Covid https://t.co/TBcYE0KjAv	neutral commentary	negative	
1465771315374157826	From Spain to America, corporate landlords are using predatory tactics to make huge profits at the expense of middle- and working-class people. We must better regulate corporate landlords. That includes #RentControl. https://t.co/fBcRG3vWuB	neutral commentary	negative	
1465771311389679622	@beamsvillemac @ColinDMello Frankly, I'm still mad about the October 19th, 2020 press conference at which Dr Williams suggested he thought we might be "plateauing" at around 700 cases/ day.   I'm going to go to my grave still angry that more Ontarians died of COVID-19 in 2021 than in 2020.	provaccine commentary	negative	
1465771310592708610	When we're United as a community we can help more people rebuild their lives better and stronger after the economic fallout COVID-19 and other crises. Let's act together today on #GivingTuesday and every day! Donate now. https://t.co/JzKtuQiG0D  @micauw https://t.co/N4RenV5j2D	neutral commentary	neutral	
1465771310391435273	COVID Impacts Work-Made-For-Hire Doctrine Analysis https://t.co/Z81bCrpFpw	news	neutral	
1465771310366302209	@Siggssssss I don’t think that’s safe to say at all. They have a very low vaccination rate.	neutral analysis	neutral	
1465771309254782983	Opinion | Will Moderna Ever Learn to Share? https://t.co/DkkJ0iGAlw	news	negative	
1465771308633915392	Here's the math on #COVID19 vaccination in Utah, per @UtahDepOfHealth... 1st dose: 2,071,708 (2,594 new) Fully: 1,806,315 (4,561 new) Booster: 406,480 (7,419 new) @fox13 #utpol #Utah	news	neutral	
1465771308545941523	@Rustybe96849965 Jab has in most scientists opinion although hard to measure reduce transmission significantly. In addition not getting it due to vaccination means you don't have it to spread thus reducing pool of infected people overall. Not getting jabbed based on facts is hard to understand.	provaccine commentary	positive	
1465771303474974722	*** UPDATED COVID ADVISORIES FOR ALADDIN *** Ahead of our opening of Aladdin this weekend we wanted to update you on a few recommendations that we would like to notify you about before your visit to us. Please see our advisories below by opening the link. https://t.co/jqQ2ENm0p8 https://t.co/paGr870l0G	neutral commentary	neutral	
1465771301491154955	@UROCKlive1 Their Governor is feeding them loads of crap too! I have a friend in Iowa who absolutely despises these people! Many won’t work because of COVID and crap wages.	antivaccine commentary	negative	
1465771300765376512	Had my Covid booster this morning. Moderna. Felt really rough for a couple of days after my two Pfizer-BioNTech jabs. Be interesting to see how this one goes. So far, only a sore arm.	provaccine commentary	positive	
1465771299855294466	Gotta love how the left has become Big Pharma pushers, especially supportive of the guy (Fraudci) who is responsible for helping CREATE covid in the first place #NHpolitics https://t.co/cqh94H0jMs	antivaccine commentary	negative	
1465771299591143434	@Clint0nAnders0n @vivenconsulting @CBCAlerts And yours is? CDC stated vaccinated and unvaccinated spread Covid the same, same viral loads.	antivaccine commentary	negative	
1465771299121385481	getting tested for the flu and covid… why?? idk. it’s just a fever	antivaccine commentary	neutral	
1465771299092013069	@donlemon Hello. I am a Flight Attendant based in NY. Please help us. The Covid testing site at LGA JFK is being shut down. We need this facility for all airport workers and passengers. This facility is vital especially with this new variant.	neutral commentary	negative	
1465771297795936263	2022 Bunbury Music Festival canceled due to COVID-19 complications https://t.co/pfL1h4Lfd0	news	negative	
1465771295593746432	@newsmax  @WSJ  Damn You Fox Fake News  Dr. Marc Siegel: To defeat coronavirus, we must do this. Fear confounds, dilates, and complicates our reaction to COVID-19, and interferes with our perception And Flip Flops On The Booster Jabs @FoxNews  https://t.co/pvYlh9ONWm	antivaccine commentary	negative	
1465771295019311104	@CP24 And how many more in Ontario died due to cancelled surgeries? "Thousands of Canadians died because COVID-19 delayed surgeries, doctors say" Full data is not available Partial data for the country: more than 4,000 for the period August to December 2020. https://t.co/dMsdxamIL2	neutral commentary	negative	
1465771292712476675	@ChloeMS @WHO @UN Promoting the general welfare of a nation, almost completely silent about the new Covid until after Black Friday , Gun Violence , Diabetes, Cancer, mental health, Cops murdering black people , Discrimination in housing and employment etc.., GMO, Poverty,INC Pollution, Global Warm	neutral commentary	negative	
1465771291651231747	@sf_coeurdeleon @cindyalutz @danielkotzin @onetimeisnow Yet 1)  you didn't say a word about previous forced vaccinations. And 2) who is forcing Covid vaccination on 5 year olds?	provaccine commentary	negative	
1465771290334171136	@DoggyDo69662169 @NPR No they aren't. You are being mislead by thinking VARS is accurate or related to Covid-19.  My Dog could report 500,000 death on VARS.	antivaccine analysis	negative	
1465771289059209228	@NHSMillion We're not being offered Astrazeneca boosters you notice: https://t.co/i2BffASN2v	antivaccine commentary	neutral	
1465771288513892353	Will We Ever Get Rid of Covid-19? https://t.co/DuLnecslHY (https://t.co/dKz1H8xf9Y)	neutral commentary	neutral	
1465771287767355396	"You're not going to get COVID if you get these vaccinations," said Joe Biden.  Trusting a lifelong politician on his 100,000th public lie is long odds.	antivaccine commentary	negative	
1465771287561875479	TONIGHT: @belmontchicago takes over The Foundry! ⚡️  🎟 Tickets are still available: https://t.co/9WgcWuIPoI  ⏰ Box office: 4:30PM I Doors: 6:30PM I Show: 7:30PM  😷 Check out our COVID policy: https://t.co/GB8UydZ4RE https://t.co/bEuj8JKNjq	neutral commentary	neutral	
1465771286504919043	@pulte hi my Gf is a nurse in nee York and I’m trying my best to see her for New Years as COVID as stopped us from seeing each over for over a year. I live in London she lives in New York so we are meeting in Canada due to restrictions. Any chance you could help with our flights?	neutral commentary	positive	
1465771282386018304	Covid Vaccines Don’t Alter Your DNA – They Help Choose Cells To Strengthen Your Immune Response https://t.co/JgGoGmy259	provaccine analysis	positive	
1465771278418292745	There are several COVID-19 variants you haven't heard of https://t.co/uOxwDYpiNp	neutral commentary	neutral	
1465771277579259904	@Clutch_Lux @ZSSBanshee @soulkuso @Clutch_Lux is the type of guy to get the covid vaccine	antivaccine commentary	negative	
1465771277134745605	Two years into the pandemic and I’m still having to defend patients whose employers penalize them for staying home when they have COVID exposures + symptoms.   Will our society ever learn to put health above money?	provaccine commentary	negative	
1465771276010676229	@wmashome @1CryptoRyder @ChaskaDaisy Somebody tell everybody what does the Vaccine do exactly?  We know it does not prevent you from contracting covid, does not prevent you from transmitting covid, and you need another jab for what we have yet to understand. All the people who died ‘facts’don’t back up the vaccine.	antivaccine commentary	negative	
1465771275905867779	Double Vaccinated or not, you’d always need Covid PCR test. 😑	neutral commentary	negative	
1465771274295144448	@TrumpJew2 Authoritarian a-hole! He’s getting paid to promote this. What an inhuman total sell-out! Hey Jim, why don’t you do your research before you open your big mouth? The Covid vaccine is killing people. From the CDC 👇🏼 @jimcramer https://t.co/KDJXeNO2iV	antivaccine commentary	negative	
1465771274140102659	Resist or be a slave! #COVID19Vaccine #COVIDー19 #COVID19 #covid19nsw #covid19aus #covid #covidvic #GetVaccinated #WearAMask #GetVaxxed  #GetVaccinatedNow #Vaccination #vaccine #vaccines #GetVaccinatedOrGetCovid #VaccineCentury https://t.co/MWwqboSyJl	antivaccine commentary	negative	
1465771271149473792	Conspiracy here! We need one on the left. I’m not approved but, think about it, what the hell happened with this Covid, after Maralago? What happened with the lab folks,arrested or killed? As far as the spread over the world, remember Kamakaze pilots, WTC 9-11,think! They die 4?? https://t.co/kgYQ0gsCEc	antivaccine commentary	neutral	
1465771269937418242	$JNJ NEW ARTICLE : Street analysts have mixed views on Omicron impact on COVID vaccines https://t.co/ezvRoKHtlp Get all the latest $JNJ related news here : https://t.co/PVqjshGxIm	news	neutral	
1465771269111132175	@TaMandanii But it doesn’t have all the COVID symptoms 💀	neutral commentary	neutral	
1465771268980969475	- $unm trades at a discount to its book value. - In a regular year, $unm should generate $1 billion and the market cap is ~$5.2 billion - Headwinds: Interest rates and COVID-19 persist, but $unm will re-rate once these headwinds go away	neutral commentary	neutral	
1465771268305731585	UAE 🇦🇪 COVID-19 current stats for Tue Nov 30 2021  Cases: 742,041 Deaths: 2,147 Recovered: 736,939 Active: 2,955 Tests: 101,356,006 Doses: 21,548,528  #covid_ae https://t.co/ZPWa3RdT6e https://t.co/kdQEDQBGyJ	news	neutral	
1465771268058275841	In the name of New Virus, India and other countries finds the opportunity to earn illegitimate money from the foreign travellers. Despite of the vaccination passport, why do we need to stay in the hotel ? @PMOIndia  can anyone explain me the logic ?	neutral commentary	negative	
1465771267093458944	Oxford Professor: Official Data Shows Face Masks "Made No Meaningful Difference" To Infection Rates | ZeroHedge  https://t.co/bd3nyChOs1	antivaccine analysis	neutral	
1465771266468679685	The head of the UN health agency has criticized “blunt” and “blanket” measures taken by countries in the past few days to stop the spread of the Omicron variant https://t.co/zPIzcffsib	news	negative	
1465771265868791808	University encourages voluntary COVID testing https://t.co/iX7Isxe63n	news	neutral	
1465771265470304259	@JackPolakoff Its too bad all those vaxxed are the ones now dying of covid. 🤷‍♂️	antivaccine commentary	negative	
1465771264937803788	Big Pharma is not the only one who will profit off the new COVID scariant https://t.co/LQeFupWjhN via @CDNNow	antivaccine commentary	negative	
1465771264858075137	@crossgranny1 @Mimicra07797108 I’m very sorry for your loss. Nurses are speaking out about what’s causing the crisis, &amp; it’s not covid. Everyone I know is v’d &amp; 2 injured by it. I’m not liking the fear mongering &amp; lies that are being told or the way we are going.	antivaccine commentary	negative	
1465771264505700363	@4ndroidFever @OrdinaryGamers I'm glad SOMEONE understood my snark....everyone else replying like I said it's not going to be a big deal, lol. Don't worry, if it's infectious the window lickers will find some way to get it into the US, then breed it like crazy with their covid parties.	provaccine commentary	neutral	
1465771264379916290	£96 for a covid test 🥵	neutral commentary	negative	
1465771263268376577	@MrsLesleyKemp @kellsley Since having covid I suffer shortness of breath which a mask doesn't help. However I have no problem putting one on when I go in a shop etc. It's not difficult is it 😷	neutral commentary	neutral	
1465771261099974656	@kylamb8 Yes, it's winter. We knew from the beginning that the sun destroys Covid.	neutral commentary	neutral	
1465771258180620288	Covid , Omicron Variant  https://t.co/C40GeA5Qh9	neutral commentary	neutral	
1465771257849393158	You know who's going to be alright after Covid? Intravenous drug users. I doubt any of them are antivaxxers or afraid of needles.	neutral commentary	neutral	
1465771253415833605	See @MumbaiPolice fully Crowd after 1 am also gathering at Just Beside Toyota Showroom comes under Bangur Nagar Police Stn.  Why the Illegal Hawkers running their business Full night without any fear of OMICRON Virus &amp; Covid-19 Virus???  Plz take any serious action against them. https://t.co/XppH7Pr2i4	neutral commentary	negative	
1465771252929363969	Its over. We're fucked. We have no human rights in New Zealand. They can legally do whatever they like now.    https://t.co/587vt44VIu	antivaccine commentary	negative	
1465771252853854214	@Stuart08114409 @RepMontague LOL at comparing Covid-19 to Smallpox and Polio!	antivaccine commentary	positive	
1465771251796951048	Statement on public health website creates confusion around vaccination consent in Niagara schools https://t.co/yLfQiF3wb7	news	negative	
1465771248856846342	@attalias22 @DruNyamathanga @tobylewischa @piersmorgan Why would you guarantee a beating for your immune system 2-3 times a year with the vaxx? Covid is harmless to 99% of people. The 1% who are vulnerable are the same people who vulnerable to flu every year, the very old and frail.	antivaccine commentary	negative	
1465771247967649799	@RepSwalwell You’re vaccinated, why are you so concerned? You do realize that a vaccinated person can also get covid and transmit it? Being vaccinated doesn’t protect anyone around you. If it did, you wouldn’t need to be concerned for your children because your vaccination would protect them.	antivaccine commentary	negative	
1465771247711797253	Persons who are unwell or at risk of developing severe COVID-19 disease and dying, including people 60 years of age or older or those with comorbidities (e.g. heart disease, cancer and diabetes), should be advised to postpone travel. https://t.co/vhh5lNJ9vS	neutral analysis	neutral	
1465771246331834371	Dear America…let’s get back to 2018/19 before covid! No masks! #nomandates #nomask let’s move forward! #SpoilerAlert there will always be a new variant! #USA #america #OmicronVariant let’s move on with our lives! #checkflorida #checkthatmap #cdc	antivaccine commentary	negative	
1465771243748089856	@Hey_You_Guys97 @stlsportsfan7 @SundinsJofa @frank_seravalli Because some people still refuse to get vaccinated. This is very simple math, friend.  Unvaccinated people 20 times more likely to die from COVID-19, Texas data shows https://t.co/ckczFmd6Qq	provaccine analysis	positive	
1465771242431123463	A depressing view from Tara C. Smith, a contributing columnist at Quanta Magazine.  We will have to do better. https://t.co/owsgQRGSlD	provaccine commentary	negative	
1465771242162638853	There are much bigger problems to deal with but you seem to have parked these into “the too difficult box” It will come back to bite you but you will have probably became a Pfizer Director by then https://t.co/qu4U2ODStE	neutral commentary	negative	
1465771242070462477	@bigdamnband This song is like a fine wine as this covid nonsense wears on this song only gets more meaningful, take heart it can not last forever. https://t.co/53iz3vhvlX	neutral commentary	neutral	
1465771242020130816	Is the Covid early bird special dis https://t.co/RJuiEfKyfI	provaccine commentary	negative	
1465771238937276425	@TheRightMelissa Odd, Ohio has low vaccination rate (only 53%) but in the top 5 for number of Covid cases.	neutral analysis	neutral	
1465771238111035394	@gibbzer I had a sore arm for about 3 days (got both on the same side); felt a bit grotty maybe for 18 hours. Moderna? Seems to be what the EH postcodes are getting.	provaccine commentary	neutral	
1465771238102638593	5 senior Air India pilots died in May due to Covid-19 - Coronavirus Outbreak News https://t.co/BTHg5GCOhw	news	neutral	
1465771236655566857	@PrisonPlanet The Covid Marshalls were getting lazy and out of condition.	antivaccine commentary	negative	
1465771235225346055	@RayBeckerman Those same expert didnt complain about UK...  https://t.co/vUkzC6RmH2	antivaccine commentary	negative	
1465771230871515136	@joe_luca2003 @TheEconomist Okay? If they weren’t allowed to travel it wouldn’t be spreading globally. So when an unvaccinated individual spreads covid let’s publicly shame them, but when a vaccinated individual spreads it lets still blame the unvaccinated? Is that your point?	antivaccine commentary	negative	
1465771230544502789	@picardonhealth @CBCNews And how many more in Ontario died due to cancelled surgeries? "Thousands of Canadians died because COVID-19 delayed surgeries, doctors say" Full data is not available Partial data for the country: more than 4,000 for the period August to December 2020. https://t.co/dMsdxamIL2	provaccine commentary	negative	
1465771230292856836	[UK] Did you Hear About the Pokemon that Caught COVID-19?... It Was Koffing! Lets GO Smug Squad!  https://t.co/jSUsCAYaid  #twitch #streamer #videogames #twitchstreamer #twitchaffiliate #gamer #Pokemon #PokemonShiningPearl #Pokemonbrilliantdiamond #PokemonBDSP	neutral commentary	positive	
1465771230196342784	@AztecMacho @ConceptualJames If we had sterilizing vaccines, then maybe, but we don't.  The current COVID-19 vaccines do not prevent infection nor do they stop transmission. They reduce disease severity. They also lose effectiveness within a year. They simply can't eradicate COVID-19 like smallpox.	antivaccine analysis	negative	
1465771229604827140	@PolishPistola @HwzStock Where did you hear that?  It just takes a second to look up that they do work. We've been at this for two years.  we don't need to argue.  Put on the mask or dont. I don't really care. He just seemed confused https://t.co/aIgegsAzvU	provaccine commentary	negative	
1465771228283686913	J-K Edu Dept Officer Issues Transfer Orders On Retirement Day; Probe Ordered - Coronavirus Updates https://t.co/QRwvErfBJs corona live tracker, corona outbreak, coronavirus, coronavirus updates, covid-19, covid-19 tracker, covid19 outbreak, latest news, Top India News- News18.c… https://t.co/xS1RW9oB4j	news	neutral	
1465771227260370944	@Maxyss_ @DNemmly @bblock29 Guess you never heard of long Covid and the waste of health care money due to idiots like you.	provaccine commentary	negative	
1465771224785571841	@Barrtecforever @sandcastle1975 @thinks_about_it @seandotcab @JohnDublin10 @Kenneth72712993 @jimdtweet @amcelha3 @4Clearsky @BubbasRanch @Moderna5G_666 @IngersolRobert @OscarsWild1 @BolzmannMichael @rln_nelson @HalBrow68884227 @AristotleMrs @BigRakaDoc @chimera414 @k_b_lvi @Stephen04880258 @GuyGadboisGuyG1 @thisisnothappen @basil_ireton @The_Ouroboros__ @DavidTaylorYork @GlennCarr6 @DawnTJ90 @keithamccluskey @Gordon_DHG @EricWil06256732 @wildweatherdan @robhon_ @try2golf @ejwwest @TWTThisIsNow @Tragiicomedy @covid_parent @IanDJbrown2 @Narvuntien @dan613 @Boeing74 @organicdot @oakden_wolf @RobMeekel @25_cycle @sunsnowflowers @BridgetHolmstro @rockandroll432 You don’t get do you? When have sheep like you ever thought for themselves?	neutral commentary	negative	
1465771223275773952	Authorities: 4 To 6 People Shot In Michigan School Shooting - Coronavirus Updates https://t.co/8MMrL9OAqr corona live tracker, corona outbreak, coronavirus, coronavirus updates, covid-19, covid-19 tracker, covid19 outbreak, latest news, Top India News- https://t.co/1Oq2sbFV9K https://t.co/U0fvUaZKQs	news	negative	
1465771223229550602	daily Covid cases, deaths and admissions FALL https://t.co/BsUYNOrwmy	news	positive	
1465771221686132738	Covid - could lead to death  Abortion - does lead to death  Both want the other mandated and believe they have the moral high ground.	antivaccine commentary	neutral	
1465771220004225033	Sitting in a parking lot waiting for my Covid booster.	provaccine commentary	neutral	
1465771218682974211	@cjkc_life09 @hotchman It is not that people are clueless , but if someone don't want to get the shot they should not have to. If a person gets the shot , they can still get covid and they can still spread it. If a person don't get the shot , they can still get it and spread it. It is a persons choice	antivaccine commentary	neutral	
1465771217651212289	Vaccine makers are preparing for the Omicron storm and are already working on modified boosters targeting the new COVID strain. https://t.co/tP2Q9XKpdb	provaccine analysis	positive	
1465771216543760385	@Cindy07948070 @joegarra61 I pushed the matter because they refused to see patients due to covid. I pushed because o had a negative test. It’s ridiculous. My instruction first visit (over the phone) was get a test.  After negative test they didn’t want to see me to examine me. Ridiculous!	antivaccine commentary	negative	
1465771215927324675	@tonne69 @evelynvioletga Why? Explain what to you? They are implementing mandatory vaccines for HCW's. And everyone else. Where are you lost? All I'm saying is the unvaxxed don't always get as sick as you say. Mandatory vaccination is a joke! Bullshit!	antivaccine commentary	negative	
1465771214312464386	Oz’s initial up ed announcing a run signals that he’ll bash medical  “elites,” criticize Covid shutdowns and praise Donald Trump for the vaccine, even though many of his supporters do not want it.	antivaccine commentary	negative	
1465771212408336388	@Franklin_Graham @Daystar Anti-COVID vaccine Christian broadcaster, dies at 64. Does that surprise anyone? He'd be alive if he hadn't been an idiot. Get vaccinated!!!	provaccine commentary	negative	
